"ID","mother","mother_social","father","sex","birth_clan","birth_date","birth_year","mother_rank_ord","mother_rank_std","mother_rank_std_0_1","lifespan","left_censored","right_censored","Fped","total_number_cubs","ancestors","n_ancestors","clansize_native","clansize_all","keep_mainclan_born","keep_non_adopted","keep_followed_atleast4yrs","keep_followed_atleast8yrs","keep_followed_atleast10yrs","keep_followed_atleast12yrs","keep_survived_to_24m","keep_left_uncensored","keep_right_uncensored","keep_sextets_and_septets"
"CroCro_3890","CroCro_0555","CroCro_0555",NA,NA,"L",2006-09-10,2006,23,0.0434782608695652,0.521739130434783,0.0629705681040383,FALSE,FALSE,0,0,NA,3,47,69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5639","L-151","L-151","CroCro_0736","female","L",2006-10-24,2006,7,0.74468085106383,0.872340425531915,7.53730321697468,FALSE,FALSE,0,3,NA,6,48,69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0618","L-151","L-151","CroCro_0736","female","L",2006-10-24,2006,7,0.74468085106383,0.872340425531915,4.290212183436,FALSE,FALSE,0,0,NA,6,48,69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0619","L-102","L-102","A-150","female","L",2006-11-23,2006,5,0.836734693877551,0.918367346938776,7.51540041067762,FALSE,FALSE,0,8,NA,6,50,67,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4167","L-102","L-102",NA,"male","L",2006-11-23,2006,5,0.836734693877551,0.918367346938776,0.37782340862423,FALSE,FALSE,0,0,NA,3,50,67,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5051","CroCro_0558","CroCro_0558","CroCro_0050","male","L",2006-12-04,2006,13,0.510204081632653,0.755102040816326,13.9876796714579,FALSE,FALSE,0.0625,1,NA,6,50,68,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0620","CroCro_0531","CroCro_0531","A-137","male","L",2006-12-18,2006,19,0.28,0.64,10.6967830253251,FALSE,FALSE,0,7,NA,6,51,69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5353","CroCro_5690","CroCro_5690","A-137","female","L",2006-12-20,2006,37,-0.44,0.28,1.3990417522245,FALSE,FALSE,0,0,NA,6,51,71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5035","CroCro_5690","CroCro_5690","A-137","male","L",2006-12-20,2006,37,-0.44,0.28,1.3388090349076,FALSE,FALSE,0,0,NA,6,51,71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5388","CroCro_0572","CroCro_0572","A-150","female","L",2007-01-10,2007,12,0.56,0.78,8,FALSE,FALSE,0.03125,3,NA,6,51,72,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0621","CroCro_4358","CroCro_4358","A-137","female","L",2007-02-04,2007,36,-0.4,0.3,1.62628336755647,FALSE,FALSE,0,0,NA,6,51,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_4377","CroCro_0551","CroCro_0551",NA,NA,"L",2007-02-15,2007,43,-0.68,0.16,0.334017796030116,FALSE,FALSE,0,0,NA,3,51,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4159","CroCro_0551","CroCro_0551",NA,NA,"L",2007-02-15,2007,43,-0.68,0.16,0.0985626283367556,FALSE,FALSE,0,0,NA,3,51,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0622","CroCro_0574","CroCro_0574","M-158","female","L",2007-02-22,2007,32,-0.26530612244898,0.36734693877551,3.07186858316222,FALSE,FALSE,0,0,NA,6,50,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4639","CroCro_4880","CroCro_4880",NA,NA,"L",2007-03-20,2007,2,0.957446808510638,0.978723404255319,0.0136892539356605,FALSE,FALSE,0,0,NA,3,48,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5319","CroCro_4880","CroCro_4880",NA,NA,"L",2007-03-20,2007,2,0.957446808510638,0.978723404255319,0.120465434633812,FALSE,FALSE,0,0,NA,3,48,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"L-288","L-218","L-218","A-150","male","L",2007-04-03,2007,8,0.702127659574468,0.851063829787234,3.13210130047912,FALSE,FALSE,0,0,NA,6,48,74,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0624","CroCro_0569","CroCro_0569","CroCro_1002","male","L",2007-04-09,2007,39,-0.617021276595745,0.191489361702128,11.8603696098563,FALSE,FALSE,0,4,NA,6,48,77,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"L-290","L-133","L-133","A-150","female","L",2007-04-11,2007,47,-0.957446808510638,0.0212765957446809,17.2375085557837,FALSE,FALSE,0.03125,0,NA,6,48,78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5168","L-133","L-133","A-150","male","L",2007-04-11,2007,47,-0.957446808510638,0.0212765957446809,2.17111567419576,FALSE,FALSE,0.03125,0,NA,6,48,78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0626","CroCro_0562","CroCro_0562","CroCro_0998","female","L",2007-04-06,2007,4,0.872340425531915,0.936170212765958,7.15947980835044,FALSE,FALSE,0,6,NA,6,48,76,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5362","CroCro_0562","CroCro_0562","CroCro_0998","male","L",2007-04-06,2007,4,0.872340425531915,0.936170212765958,9.87268993839836,FALSE,FALSE,0,1,NA,6,48,76,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5505","L-087","L-087",NA,NA,"L",2007-05-08,2007,21,0.111111111111111,0.555555555555556,0.0383299110198494,FALSE,FALSE,0,0,NA,3,46,76,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5730","CroCro_0528","CroCro_0528","CroCro_0736","female","L",2007-07-10,2007,40,-0.857142857142857,0.0714285714285714,10.7624914442163,FALSE,FALSE,0,4,NA,6,43,71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"L-296","L-002","L-002","M-193","female","L",2007-07-20,2007,24,-0.0952380952380953,0.452380952380952,0.818617385352498,FALSE,FALSE,0,0,NA,5,43,72,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5408","CroCro_0589","CroCro_0589","M-193","male","L",2007-08-01,2007,41,-0.904761904761905,0.0476190476190477,0.509240246406571,FALSE,FALSE,0,0,NA,6,43,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5750","CroCro_4880","CroCro_4880","CroCro_0998","male","L",2007-09-25,2007,2,0.953488372093023,0.976744186046512,4.02464065708419,FALSE,FALSE,0,0,NA,6,44,76,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0628","CroCro_4880","CroCro_4880","CroCro_0998","male","L",2007-09-25,2007,2,0.953488372093023,0.976744186046512,10.6009582477755,FALSE,FALSE,0,11,NA,6,44,76,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0629","CroCro_0595","CroCro_0595","CroCro_0050","female","L",2007-10-02,2007,1,1,1,11.4743326488706,FALSE,FALSE,0,5,NA,6,44,77,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0630","CroCro_0592","CroCro_0592","CroCro_0065","male","L",2007-12-01,2007,30,-0.260869565217391,0.369565217391304,0.0355920602327173,FALSE,FALSE,0,0,NA,6,47,81,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5156","L-187","L-187",NA,NA,"L",2007-12-08,2007,30,-0.234042553191489,0.382978723404255,0.136892539356605,FALSE,FALSE,0,0,NA,3,48,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"L-303","L-187","L-187","A-137","male","L",2007-12-08,2007,30,-0.234042553191489,0.382978723404255,11.2142368240931,FALSE,FALSE,0,5,NA,6,48,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4982","L-187","L-187",NA,"male","L",2007-12-08,2007,30,-0.234042553191489,0.382978723404255,0.0711841204654346,FALSE,FALSE,0,0,NA,3,48,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0632","CroCro_0551","CroCro_0551","CroCro_0050","female","L",2007-09-17,2007,36,-0.627906976744186,0.186046511627907,0.654346338124572,FALSE,FALSE,0,0,NA,6,44,74,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0633","L-015","L-015","CroCro_0050","male","L",2007-10-15,2007,38,-0.720930232558139,0.13953488372093,1.76591375770021,FALSE,FALSE,0,0,NA,4,44,78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4777","CroCro_0558","CroCro_0558","CroCro_0998","female","L",2007-12-22,2007,15,0.44,0.72,0.936344969199179,FALSE,FALSE,0.03125,0,NA,6,51,87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0634","CroCro_0558","CroCro_0558","CroCro_0998","male","L",2007-12-22,2007,15,0.44,0.72,10.0041067761807,FALSE,FALSE,0.03125,2,NA,6,51,87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4059","L-102","L-102","A-150","female","L",2007-12-05,2007,6,0.787234042553192,0.893617021276596,1.67282683093771,FALSE,FALSE,0,0,NA,6,48,83,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5079","L-102","L-102",NA,"male","L",2007-12-05,2007,6,0.787234042553192,0.893617021276596,1.7138945927447,FALSE,FALSE,0,0,NA,3,48,83,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4183","CroCro_0572","CroCro_0572",NA,"female","L",2008-02-12,2008,13,0.538461538461538,0.769230769230769,0.213552361396304,FALSE,FALSE,0,0,NA,3,53,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0635","CroCro_0572","CroCro_0572","CroCro_0998","female","L",2008-02-12,2008,13,0.538461538461538,0.769230769230769,13.7385352498289,FALSE,FALSE,0,3,NA,6,53,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0636","CroCro_0555","CroCro_0555","M-193","male","L",2008-02-16,2008,28,-0.0384615384615385,0.480769230769231,1.42642026009582,FALSE,FALSE,0,0,NA,6,53,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0637","CroCro_0555","CroCro_0555","A-150","male","L",2008-02-16,2008,28,-0.0384615384615385,0.480769230769231,1.42368240930869,FALSE,FALSE,0,0,NA,6,53,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"L-315","L-151","L-151","A-137","male","L",2008-03-31,2008,10,0.660377358490566,0.830188679245283,12.2026009582478,FALSE,FALSE,0,5,NA,6,54,91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0639","CroCro_0559","CroCro_0559","A-150","male","L",2008-04-12,2008,22,0.288135593220339,0.64406779661017,13.845311430527,FALSE,FALSE,0,15,NA,6,60,93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4326","CroCro_0559","CroCro_0559",NA,"female","L",2008-04-12,2008,22,0.288135593220339,0.64406779661017,0.0848733744010951,FALSE,FALSE,0,0,NA,3,60,93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4860","CroCro_0588","L-218","CroCro_1169","male","L",2008-06-28,2008,47,-0.703703703703704,0.148148148148148,0.766598220396988,FALSE,FALSE,0,0,NA,4,55,85,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4045","CroCro_0562","CroCro_0562","A-150","male","L",2008-07-12,2008,4,0.890909090909091,0.945454545454545,0.407939767282683,FALSE,FALSE,0,0,NA,6,56,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_4951","CroCro_0595","CroCro_0595","CroCro_0736","female","L",2008-08-18,2008,1,1,1,4.77207392197125,FALSE,FALSE,0,3,NA,6,56,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0640","CroCro_0595","CroCro_0595","CroCro_0736","male","L",2008-08-18,2008,1,1,1,12.2354551676934,FALSE,FALSE,0,2,NA,6,56,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5813","L-261","L-261",NA,NA,"L",2008-11-05,2008,13,0.586206896551724,0.793103448275862,0.0355920602327173,FALSE,FALSE,0,0,NA,3,59,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4452","L-133","L-133",NA,"male","L",2009-02-26,2009,62,-0.90625,0.046875,0.123203285420945,FALSE,FALSE,0,0,NA,3,65,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5198","L-133","L-133",NA,"male","L",2009-02-26,2009,62,-0.90625,0.046875,0.123203285420945,FALSE,FALSE,0,0,NA,3,65,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4052","CroCro_0588","CroCro_0588",NA,"male","L",2009-03-08,2009,55,-0.6875,0.15625,0.249144421629021,FALSE,FALSE,0,0,NA,3,65,87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4516","CroCro_0589","CroCro_0589",NA,NA,"L",2009-03-20,2009,53,-0.625,0.1875,0.0492813141683778,FALSE,FALSE,0,0,NA,3,65,88,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4553","CroCro_4358","CroCro_4358",NA,NA,"L",2009-03-24,2009,46,-0.40625,0.296875,0.0383299110198494,FALSE,FALSE,0,0,NA,3,65,89,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0641","CroCro_0592","CroCro_0592","CroCro_0050","female","L",2009-03-25,2009,42,-0.28125,0.359375,5.22655715263518,FALSE,FALSE,0,1,NA,6,65,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5370","CroCro_4880","CroCro_4880","CroCro_4704","female","L",2009-05-05,2009,3,0.939393939393939,0.96969696969697,NA,FALSE,TRUE,0.0078125,10,NA,6,67,87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"CroCro_4950","CroCro_4880","CroCro_4880","CroCro_4704","male","L",2009-05-05,2009,3,0.939393939393939,0.96969696969697,4.01368925393566,FALSE,FALSE,0.0078125,0,NA,6,67,87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0642","CroCro_0558","CroCro_0558","L-227","female","L",2009-05-18,2009,26,0.242424242424242,0.621212121212121,0.881587953456537,FALSE,FALSE,0.0078125,0,NA,6,67,89,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0643","CroCro_0558","CroCro_0558","M-104","female","L",2009-05-18,2009,26,0.242424242424242,0.621212121212121,1.3990417522245,FALSE,FALSE,0,0,NA,6,67,89,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5225","CroCro_0619","L-218",NA,"female","L",2009-05-22,2009,14,0.606060606060606,0.803030303030303,0.903490759753593,FALSE,FALSE,0,0,NA,3,67,91,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5783","L-218","L-218",NA,NA,"L",2009-05-22,2009,16,0.545454545454545,0.772727272727273,0.0574948665297741,FALSE,FALSE,0,0,NA,3,67,91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0644","CroCro_0595","CroCro_0595","A-150","female","L",2009-05-27,2009,1,1,1,3.51540041067762,FALSE,FALSE,0,2,NA,6,67,93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0645","CroCro_0595","CroCro_0595","A-150","female","L",2009-05-27,2009,1,1,1,4.98562628336756,FALSE,FALSE,0,2,NA,6,67,93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4925","CroCro_0572","CroCro_0572","A-137","female","L",2009-06-13,2009,22,0.353846153846154,0.676923076923077,4.48733744010951,FALSE,FALSE,0,0,NA,6,66,94,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4900","L-102","L-102","A-137","female","L",2009-06-07,2009,11,0.696969696969697,0.848484848484849,1.35523613963039,FALSE,FALSE,0,0,NA,6,67,95,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"L-339","L-102","L-102","A-137","female","L",2009-06-07,2009,11,0.696969696969697,0.848484848484849,5.56605065023956,FALSE,FALSE,0,0,NA,6,67,95,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5147","L-151","L-151","A-137","female","L",2009-05-26,2009,18,0.484848484848485,0.742424242424242,9.83983572895277,FALSE,FALSE,0,1,NA,6,67,91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0647","CroCro_0528","CroCro_0528","CroCro_0794","male","L",2009-06-10,2009,61,-0.818181818181818,0.0909090909090909,0.186173853524983,FALSE,FALSE,0,0,NA,6,67,96,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5234","CroCro_0607","CroCro_0607","CroCro_0065","female","L",2009-06-15,2009,25,0.261538461538461,0.630769230769231,2.8911704312115,FALSE,FALSE,0,0,NA,6,66,95,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5204","CroCro_5801","CroCro_5801",NA,NA,"L",2009-05-28,2009,29,0.151515151515151,0.575757575757576,0.0410677618069815,FALSE,FALSE,0,0,NA,3,67,94,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5185","CroCro_0611","CroCro_0611",NA,"male","L",2009-07-06,2009,32,0.0461538461538461,0.523076923076923,0.150581793292266,FALSE,FALSE,0,0,NA,3,66,96,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4352","CroCro_0531","CroCro_0531","CroCro_1169","female","L",2009-08-01,2009,34,-0.0819672131147542,0.459016393442623,0.802190280629706,FALSE,FALSE,0,0,NA,4,62,92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5179","CroCro_0574","CroCro_0574","A-137","male","L",2009-09-28,2009,42,-0.366666666666667,0.316666666666667,1.45379876796715,FALSE,FALSE,0,0,NA,6,61,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5095","CroCro_0574","CroCro_0574","A-137","male","L",2009-09-28,2009,42,-0.366666666666667,0.316666666666667,3.06091718001369,FALSE,FALSE,0,0,NA,6,61,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5769","CroCro_0562","CroCro_0562","L-243","female","L",2009-10-13,2009,9,0.733333333333333,0.866666666666667,1.43463381245722,FALSE,FALSE,0,0,NA,6,61,92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0648","CroCro_0562","CroCro_0562","L-243","male","L",2009-10-13,2009,9,0.733333333333333,0.866666666666667,9.67282683093771,FALSE,FALSE,0,3,NA,6,61,92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0649","CroCro_0555","CroCro_0555","M-193","female","L",2009-10-28,2009,38,-0.233333333333333,0.383333333333333,14.6721423682409,FALSE,FALSE,0,6,NA,6,61,93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5455","CroCro_4328","CroCro_4328","CroCro_1002","male","L",2009-11-10,2009,36,-0.166666666666667,0.416666666666667,1.2539356605065,FALSE,FALSE,0,0,NA,6,61,94,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0650","CroCro_0619","CroCro_0619","CroCro_0065","female","L",2009-11-12,2009,14,0.566666666666667,0.783333333333333,4.54483230663929,FALSE,FALSE,0,0,NA,6,61,96,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_4968","CroCro_0619","CroCro_0619",NA,NA,"L",2009-11-12,2009,14,0.566666666666667,0.783333333333333,0.238193018480493,FALSE,FALSE,0,0,NA,3,61,96,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0651","L-261","L-261","CroCro_4963","female","L",2009-11-14,2009,15,0.533333333333333,0.766666666666667,3.04722792607803,FALSE,FALSE,0.03125,0,NA,6,61,98,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"L-355","L-261","L-261","A-150","female","L",2009-11-14,2009,15,0.533333333333333,0.766666666666667,4.58590006844627,FALSE,FALSE,0,0,NA,6,61,98,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_5497","CroCro_5801","CroCro_5801","A-150","male","L",2009-11-15,2009,29,0.0666666666666667,0.533333333333333,0.982888432580424,FALSE,FALSE,0,0,NA,6,61,99,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_4147","CroCro_0551","CroCro_0551","CroCro_0082","female","L",2009-11-23,2009,53,-0.733333333333333,0.133333333333333,1.31690622861054,FALSE,FALSE,0,0,NA,6,61,101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_5624","CroCro_0551","CroCro_0551",NA,"male","L",2009-11-23,2009,53,-0.733333333333333,0.133333333333333,0.490075290896646,FALSE,FALSE,0,0,NA,3,61,101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"L-359","L-187","L-187","CroCro_4243","female","L",2009-11-29,2009,39,-0.266666666666667,0.366666666666667,12.2436687200548,FALSE,FALSE,0,4,NA,6,61,103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0654","L-187","L-187","CroCro_4243","male","L",2009-11-29,2009,39,-0.266666666666667,0.366666666666667,2.46954140999316,FALSE,FALSE,0,0,NA,6,61,103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_0655","CroCro_0589","CroCro_0589","CroCro_0082","male","L",2009-12-15,2009,52,-0.7,0.15,2.94592744695414,FALSE,FALSE,0,0,NA,6,61,105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CroCro_3957","CroCro_0589","CroCro_0589",NA,"male","L",2009-12-15,2009,52,-0.7,0.15,0.227241615331964,FALSE,FALSE,0,0,NA,3,61,105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5529","CroCro_0588","CroCro_0588",NA,NA,"L",2010-01-29,2010,61,-1,0,0.0191649555099247,FALSE,FALSE,0,0,NA,3,61,107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5547","CroCro_0611","CroCro_0611","CroCro_0794","female","L",2010-02-10,2010,32,-0.0333333333333334,0.483333333333333,0.268309377138946,FALSE,FALSE,0,0,NA,6,61,110,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0656","CroCro_0611","CroCro_0611","CroCro_0794","female","L",2010-02-10,2010,32,-0.0333333333333334,0.483333333333333,0.249144421629021,FALSE,FALSE,0,0,NA,6,61,110,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_4261","L-133","L-133",NA,"male","L",2010-01-30,2010,58,-0.9,0.05,0.306639288158795,FALSE,FALSE,0,0,NA,3,61,109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4020","L-133","L-133",NA,"male","L",2010-01-30,2010,58,-0.9,0.05,0.306639288158795,FALSE,FALSE,0,0,NA,3,61,109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4906","CroCro_0569","CroCro_0569",NA,"female","L",2010-02-23,2010,50,-0.633333333333333,0.183333333333333,0.139630390143737,FALSE,FALSE,0,0,NA,3,61,112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4655","CroCro_0569","CroCro_0569","A-150","male","L",2010-02-23,2010,50,-0.633333333333333,0.183333333333333,2.01505817932923,FALSE,FALSE,0,0,NA,6,61,112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
